src_file,leaf,table,frame_len,frame_hex,anchor_off,anchor_sec_le,anchor_iso,signed16_be@20,signed16_be@22,frame_number,tcp_stream
S2T_Table1.tsv,S2T,1,27,bda0016ffd10050ffd096900000500057b030000000100004706bd,12,83887360,1992-08-28T22:02:40+00:00,,,1,0
S2T_Table1.tsv,S2T,1,105,bdaffd00011ffd20058969000005000ee5e100014305a3234155bcddc43da12d773e03126f41ae645a409e985f3fa8b0f23f956a163e2594af3e90ff9741bada86410aced93fbbc9ef3fae2b6b3eaea4a93f9d2bd441bee076419d37803ff04ea5402671de00192ebd,28,765541828,2014-04-05T10:30:28+00:00,,,3,0
S2T_Table1.tsv,S2T,1,27,bda0016ffd10050ffd096a0000050001b0750000000100004ae8bd,12,16778496,1990-07-14T04:41:36+00:00,,,4,0
S2T_Table1.tsv,S2T,1,187,bdaffd00011ffd2005896a0000010000012200014305a3244352323030582e5374642e303400ffffffffffffffffffffffffffffffffffff31353038323000004acf4353555f336465707468735f4d332e435232000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000004deb00003840050011300100000001005246315f5365630000000200fa004700b1ed0000000000000000000054ba55412a5c0000003cbcdcbd,28,1395546160,2034-03-23T03:42:40+00:00,,,6,0
S2T_Table1.tsv,S2T,1,27,bda0016ffd10050ffd096b00000500022c79000000010000f635bd,12,33555712,1991-01-24T09:01:52+00:00,,,7,0
S2T_Table1.tsv,S2T,1,69,bdaffd00011ffd2005896b0000020000fe4100014305a314415597f23da137f33e0309b241addadd3e25c91e3e90cea741baeab23eafa90e3f9c02bcdc41bef5a3008930bd,20,346228035,2000-12-21T06:27:15+00:00,,,9,0
S2T_Table1.tsv,S2T,1,27,bda0016ffd10050ffd096c00000500033f980000000100007bdfbd,12,50332928,1991-08-06T13:22:08+00:00,,,10,0
S2T_Table1.tsv,S2T,1,68,bdaffd00011ffd2005896c0000030000054b000143052100414e79a03dae32373e1b321f41cda9a83e26be4d3e946ff741c2f0733eae5f503f97f9c141beb86600ec92bd,28,926068285,2019-05-07T09:11:25+00:00,,,12,0
S2T_Table1.tsv,S2T,1,27,bda0016ffd10050ffd096d000005000485560000000100002ed3bd,12,67110144,1992-02-16T17:42:24+00:00,,,13,0
S2T_Table1.tsv,S2T,1,64,bdaffd00011ffd2005896d000004000002a50001430521003dac82863e15b38141c18da63e276d863e94747341c1a5cd3eaf15053f97027f41bf7849008926bd,16,16819458,1990-07-14T16:04:18+00:00,,,15,0
S2T_Table1.tsv,S2T,1,31,bda0016ffd10050ffd097000000600022c790000fbb30000fe410000dce2bd,12,33555968,1991-01-24T09:06:08+00:00,-1101,0,16,0
